flight_plan_id,operator_id,aircraft_id,aircraft_type,city,city_code,region,route_id,scenario,apply_time,planned_takeoff_time,planned_landing_time,planned_duration_min,planned_altitude_m,planned_distance_km,night_flight,payload_kg,approval_status,preflight_risk_score,preflight_risk_level,data_nature,source_basis
FP000662,OP0268,UAV00010,固定翼无人机,东莞,441900,中南,RT_441900_021,园区低空运营,2026-04-09 07:24:00,2026-04-09 23:24:00,2026-04-10 00:13:00,49,146,32.44,True,6.57,通过,18.11,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000663,OP0280,UAV00013,多旋翼无人机,广州,440100,中南,RT_440100_052,园区低空运营,2026-06-11 06:12:00,2026-06-12 08:12:00,2026-06-12 09:27:00,75,108,50.83,False,0.61,通过,56.95,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000664,OP0518,UAV00047,多旋翼无人机,厦门,350200,华东,RT_350200_048,城市治理巡检,2026-01-23 02:58:00,2026-01-23 14:58:00,2026-01-23 15:55:00,57,92,41.22,False,3.99,驳回,24.51,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000665,OP0588,UAV01963,多旋翼无人机,武汉,420100,中南,RT_420100_042,城市治理巡检,2026-02-16 11:06:00,2026-02-16 18:06:00,2026-02-16 18:33:00,27,132,10.01,False,4.22,通过,43.96,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000666,OP0636,UAV02254,多旋翼无人机,郑州,410100,中南,RT_410100_001,电力巡检,2026-03-30 08:53:00,2026-03-30 14:53:00,2026-03-30 15:15:00,22,95,26.29,False,6.09,通过,54.49,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000667,OP0298,UAV02303,复合翼无人机,深圳,440300,中南,RT_440300_012,城市治理巡检,2026-05-23 07:31:00,2026-05-24 07:31:00,2026-05-24 08:18:00,47,106,28.94,False,11.11,通过,29.74,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000668,OP0255,UAV00147,复合翼无人机,合肥,340100,华东,RT_340100_015,低空物流配送,2026-02-24 23:58:00,2026-02-26 05:58:00,2026-02-26 06:10:00,12,82,13.45,True,7.46,通过,17.39,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000669,OP0323,UAV02353,多旋翼无人机,海口,460100,中南,RT_460100_048,低空物流配送,2026-05-02 00:38:00,2026-05-03 06:38:00,2026-05-03 07:46:00,68,82,33.39,False,0.0,通过,24.25,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000670,OP0352,UAV00753,多旋翼无人机,合肥,340100,华东,RT_340100_012,文旅观光,2026-05-26 08:06:00,2026-05-27 15:06:00,2026-05-27 15:43:00,37,83,45.87,False,3.76,通过,20.94,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000671,OP0338,UAV01308,多旋翼无人机,成都,510100,西南,RT_510100_009,医疗物资运输,2026-06-18 08:48:00,2026-06-18 22:48:00,2026-06-18 23:44:00,56,48,41.86,True,2.22,通过,62.76,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000672,OP0046,UAV00136,多旋翼无人机,珠海,440400,中南,RT_440400_037,园区低空运营,2026-03-29 20:32:00,2026-03-30 03:32:00,2026-03-30 03:57:00,25,100,10.83,True,1.24,驳回,30.68,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000673,OP0201,UAV02009,固定翼无人机,东莞,441900,中南,RT_441900_031,城市治理巡检,2026-04-12 15:44:00,2026-04-13 04:44:00,2026-04-13 05:05:00,21,81,27.09,True,7.71,通过,40.85,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000674,OP0163,UAV02051,多旋翼无人机,成都,510100,西南,RT_510100_005,文旅观光,2026-02-06 00:53:00,2026-02-06 04:53:00,2026-02-06 05:24:00,31,101,47.4,True,4.41,通过,59.88,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000675,OP0576,UAV00881,多旋翼无人机,武汉,420100,中南,RT_420100_033,城市治理巡检,2026-05-01 10:40:00,2026-05-02 12:40:00,2026-05-02 13:15:00,35,146,49.93,False,2.34,通过,4.17,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000676,OP0564,UAV02038,系留无人机,郑州,410100,中南,RT_410100_004,城市治理巡检,2026-05-03 12:19:00,2026-05-04 06:19:00,2026-05-04 06:52:00,33,48,22.84,False,0.0,通过,20.75,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000677,OP0289,UAV01280,eVTOL,厦门,350200,华东,RT_350200_058,城市治理巡检,2026-05-05 10:14:00,2026-05-05 17:14:00,2026-05-05 18:04:00,50,107,43.32,False,120.46,驳回,50.34,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000678,OP0117,UAV02672,多旋翼无人机,杭州,330100,华东,RT_330100_014,园区低空运营,2026-01-04 18:39:00,2026-01-05 07:39:00,2026-01-05 08:13:00,34,75,40.34,False,4.29,通过,51.4,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000679,OP0016,UAV02790,多旋翼无人机,长沙,430100,中南,RT_430100_013,低空物流配送,2026-05-07 03:10:00,2026-05-07 04:10:00,2026-05-07 04:25:00,15,87,47.76,True,3.22,通过,42.79,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000680,OP0499,UAV01397,多旋翼无人机,东莞,441900,中南,RT_441900_032,城市治理巡检,2026-03-16 01:10:00,2026-03-16 21:10:00,2026-03-16 22:07:00,57,129,51.14,True,5.62,通过,19.01,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000681,OP0021,UAV01748,复合翼无人机,苏州,320500,华东,RT_320500_036,应急救援,2026-03-30 18:05:00,2026-04-01 02:05:00,2026-04-01 02:29:00,24,150,70.4,True,5.09,通过,8.22,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000682,OP0331,UAV01756,多旋翼无人机,苏州,320500,华东,RT_320500_039,应急救援,2026-04-02 04:34:00,2026-04-03 03:34:00,2026-04-03 03:55:00,21,97,2.88,True,2.03,通过,51.33,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000683,OP0289,UAV00719,复合翼无人机,广州,440100,中南,RT_440100_015,低空物流配送,2026-01-02 01:29:00,2026-01-03 06:29:00,2026-01-03 07:02:00,33,57,27.18,False,7.84,通过,34.13,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000684,OP0222,UAV01960,eVTOL,厦门,350200,华东,RT_350200_030,应急救援,2026-06-23 03:51:00,2026-06-23 19:51:00,2026-06-23 20:26:00,35,94,36.34,False,120.36,通过,77.73,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000685,OP0571,UAV01658,多旋翼无人机,东莞,441900,中南,RT_441900_052,医疗物资运输,2026-03-23 02:41:00,2026-03-24 07:41:00,2026-03-24 07:53:00,12,130,59.85,False,2.79,通过,8.15,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000686,OP0613,UAV00597,eVTOL,郑州,410100,中南,RT_410100_058,文旅观光,2026-04-26 02:10:00,2026-04-27 10:10:00,2026-04-27 10:39:00,29,100,25.23,False,120.75,通过,39.55,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000687,OP0141,UAV00324,多旋翼无人机,成都,510100,西南,RT_510100_018,交通巡查,2026-01-22 06:40:00,2026-01-22 13:40:00,2026-01-22 13:55:00,15,58,28.28,False,4.73,通过,16.25,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000688,OP0567,UAV01385,eVTOL,苏州,320500,华东,RT_320500_032,电力巡检,2026-06-09 00:49:00,2026-06-09 07:49:00,2026-06-09 08:13:00,24,98,14.92,False,122.34,驳回,53.42,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000689,OP0283,UAV01743,复合翼无人机,成都,510100,西南,RT_510100_003,交通巡查,2026-02-02 08:48:00,2026-02-03 00:48:00,2026-02-03 01:11:00,23,101,44.7,True,6.64,撤销,17.11,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000690,OP0437,UAV01734,多旋翼无人机,苏州,320500,华东,RT_320500_048,应急救援,2026-04-23 01:31:00,2026-04-24 02:31:00,2026-04-24 02:39:00,8,130,14.39,True,3.84,通过,33.18,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000691,OP0477,UAV00693,多旋翼无人机,重庆,500000,西南,RT_500000_019,文旅观光,2026-01-28 09:30:00,2026-01-28 12:30:00,2026-01-28 13:30:00,60,95,16.15,False,1.13,通过,36.25,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000692,OP0278,UAV01086,直升机,上海,310000,华东,RT_310000_029,城市治理巡检,2026-06-07 09:44:00,2026-06-07 15:44:00,2026-06-07 16:44:00,60,165,22.89,False,59.69,需补充材料,1.5,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000693,OP0416,UAV01380,多旋翼无人机,苏州,320500,华东,RT_320500_015,园区低空运营,2026-03-15 22:46:00,2026-03-17 00:46:00,2026-03-17 01:33:00,47,69,11.63,True,0.73,通过,55.56,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000694,OP0333,UAV01424,多旋翼无人机,杭州,330100,华东,RT_330100_044,电力巡检,2026-04-01 10:47:00,2026-04-01 20:47:00,2026-04-01 21:32:00,45,75,54.23,True,3.06,通过,22.63,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000695,OP0585,UAV00145,多旋翼无人机,珠海,440400,中南,RT_440400_048,园区低空运营,2026-04-19 00:13:00,2026-04-20 05:13:00,2026-04-20 05:59:00,46,49,48.09,True,3.26,驳回,12.46,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000696,OP0382,UAV02156,复合翼无人机,郑州,410100,中南,RT_410100_023,城市治理巡检,2026-06-03 08:58:00,2026-06-04 19:58:00,2026-06-04 20:36:00,38,43,37.15,False,9.14,通过,37.08,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000697,OP0377,UAV02111,直升机,西安,610100,西北,RT_610100_018,低空物流配送,2026-05-10 15:39:00,2026-05-10 17:39:00,2026-05-10 18:17:00,38,121,27.57,False,59.27,通过,30.37,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000698,OP0058,UAV01197,多旋翼无人机,广州,440100,中南,RT_440100_014,低空物流配送,2026-05-12 04:43:00,2026-05-13 08:43:00,2026-05-13 09:35:00,52,39,11.83,False,3.9,通过,23.95,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000699,OP0197,UAV00303,多旋翼无人机,合肥,340100,华东,RT_340100_042,文旅观光,2026-04-09 23:44:00,2026-04-10 08:44:00,2026-04-10 09:15:00,31,88,18.84,False,3.8,通过,66.78,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000700,OP0438,UAV00183,多旋翼无人机,杭州,330100,华东,RT_330100_015,城市治理巡检,2026-06-01 15:33:00,2026-06-01 23:33:00,2026-06-01 23:54:00,21,65,18.17,True,1.77,通过,43.61,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000701,OP0128,UAV01641,复合翼无人机,南通,320600,华东,RT_320600_012,交通巡查,2026-02-26 00:01:00,2026-02-26 18:01:00,2026-02-26 19:16:00,75,158,34.7,False,6.44,通过,18.73,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000702,OP0356,UAV02142,直升机,合肥,340100,华东,RT_340100_023,电力巡检,2026-03-31 21:53:00,2026-04-02 04:53:00,2026-04-02 05:01:00,8,72,39.94,True,54.97,通过,67.52,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000703,OP0015,UAV01900,复合翼无人机,南通,320600,华东,RT_320600_026,医疗物资运输,2026-04-25 14:09:00,2026-04-27 00:09:00,2026-04-27 01:01:00,52,76,24.37,True,6.65,通过,16.77,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000704,OP0030,UAV00816,复合翼无人机,武汉,420100,中南,RT_420100_025,城市治理巡检,2026-05-23 05:51:00,2026-05-24 17:51:00,2026-05-24 18:22:00,31,159,20.6,False,5.52,驳回,68.46,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000705,OP0049,UAV00078,多旋翼无人机,广州,440100,中南,RT_440100_039,电力巡检,2026-04-18 02:48:00,2026-04-19 01:48:00,2026-04-19 03:01:00,73,78,34.15,True,1.6,通过,35.97,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000706,OP0568,UAV02251,固定翼无人机,杭州,330100,华东,RT_330100_029,园区低空运营,2026-05-19 04:48:00,2026-05-19 12:48:00,2026-05-19 13:08:00,20,58,4.43,False,7.44,通过,9.88,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000707,OP0051,UAV02335,多旋翼无人机,西安,610100,西北,RT_610100_026,城市治理巡检,2026-02-17 11:25:00,2026-02-17 12:25:00,2026-02-17 13:17:00,52,85,20.18,False,2.69,通过,51.1,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000708,OP0418,UAV00628,eVTOL,西安,610100,西北,RT_610100_029,城市治理巡检,2026-01-20 20:42:00,2026-01-21 18:42:00,2026-01-21 18:50:00,8,107,46.31,False,122.07,驳回,29.48,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000709,OP0084,UAV00185,多旋翼无人机,苏州,320500,华东,RT_320500_002,城市治理巡检,2026-01-24 17:51:00,2026-01-25 01:51:00,2026-01-25 02:21:00,30,129,22.39,True,3.25,通过,27.26,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000710,OP0625,UAV01498,多旋翼无人机,珠海,440400,中南,RT_440400_026,文旅观光,2026-02-17 03:10:00,2026-02-17 23:10:00,2026-02-17 23:44:00,34,79,24.72,True,1.19,通过,30.88,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000711,OP0128,UAV01648,多旋翼无人机,郑州,410100,中南,RT_410100_018,交通巡查,2026-06-08 07:03:00,2026-06-08 20:03:00,2026-06-08 20:52:00,49,89,10.22,True,4.13,驳回,19.3,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000712,OP0578,UAV01326,多旋翼无人机,长沙,430100,中南,RT_430100_021,电力巡检,2026-01-24 19:04:00,2026-01-25 05:04:00,2026-01-25 05:54:00,50,80,28.03,True,4.97,通过,18.78,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000713,OP0048,UAV01170,多旋翼无人机,苏州,320500,华东,RT_320500_033,文旅观光,2026-01-06 14:44:00,2026-01-06 21:44:00,2026-01-06 22:22:00,38,116,15.24,True,4.47,待审,24.67,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000714,OP0408,UAV00118,多旋翼无人机,郑州,410100,中南,RT_410100_013,医疗物资运输,2025-12-31 09:13:00,2026-01-01 21:13:00,2026-01-01 21:35:00,22,51,39.99,True,3.69,通过,35.74,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000715,OP0424,UAV00985,多旋翼无人机,北京,110000,华北,RT_110000_056,低空物流配送,2026-01-17 00:28:00,2026-01-18 07:28:00,2026-01-18 07:40:00,12,121,38.6,False,4.5,通过,34.22,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000716,OP0604,UAV01148,多旋翼无人机,长沙,430100,中南,RT_430100_024,园区低空运营,2026-03-06 02:19:00,2026-03-06 06:19:00,2026-03-06 06:27:00,8,92,11.43,False,6.24,通过,4.77,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000717,OP0177,UAV00659,多旋翼无人机,合肥,340100,华东,RT_340100_042,文旅观光,2026-01-24 03:34:00,2026-01-25 08:34:00,2026-01-25 09:19:00,45,91,18.84,False,3.48,通过,20.49,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000718,OP0146,UAV01583,固定翼无人机,南京,320100,华东,RT_320100_019,应急救援,2026-01-24 19:48:00,2026-01-25 17:48:00,2026-01-25 18:19:00,31,97,46.69,False,5.74,通过,11.44,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000719,OP0088,UAV02065,多旋翼无人机,苏州,320500,华东,RT_320500_057,城市治理巡检,2026-03-18 02:15:00,2026-03-19 00:15:00,2026-03-19 01:26:00,71,57,32.37,True,5.03,通过,36.36,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000720,OP0354,UAV01760,直升机,厦门,350200,华东,RT_350200_011,园区低空运营,2026-03-08 16:06:00,2026-03-08 19:06:00,2026-03-08 19:47:00,41,129,48.52,False,59.15,通过,64.19,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000721,OP0378,UAV02722,eVTOL,西安,610100,西北,RT_610100_024,交通巡查,2026-02-08 23:45:00,2026-02-10 08:45:00,2026-02-10 09:07:00,22,92,45.51,False,117.95,通过,22.02,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000722,OP0328,UAV01024,复合翼无人机,青岛,370200,华东,RT_370200_033,文旅观光,2026-03-23 22:14:00,2026-03-25 08:14:00,2026-03-25 08:47:00,33,117,21.09,False,11.87,通过,40.85,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000723,OP0090,UAV02185,复合翼无人机,重庆,500000,西南,RT_500000_015,交通巡查,2026-04-27 19:31:00,2026-04-29 07:31:00,2026-04-29 08:53:00,82,49,24.01,False,6.43,通过,29.99,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000724,OP0448,UAV01252,系留无人机,西安,610100,西北,RT_610100_001,电力巡检,2026-06-01 02:33:00,2026-06-01 04:33:00,2026-06-01 04:41:00,8,106,18.15,True,1.68,驳回,23.03,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000725,OP0200,UAV00291,多旋翼无人机,南通,320600,华东,RT_320600_019,文旅观光,2026-06-05 12:00:00,2026-06-06 00:00:00,2026-06-06 00:16:00,16,83,35.41,True,2.76,通过,11.13,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000726,OP0519,UAV01129,固定翼无人机,郑州,410100,中南,RT_410100_014,低空物流配送,2026-01-23 04:33:00,2026-01-24 04:33:00,2026-01-24 04:50:00,17,115,40.22,True,7.32,通过,80.17,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000727,OP0156,UAV00248,多旋翼无人机,西安,610100,西北,RT_610100_002,文旅观光,2026-02-18 21:39:00,2026-02-20 01:39:00,2026-02-20 01:53:00,14,122,39.06,True,3.54,通过,49.96,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
